Rt,Rt_1,Rt_2,Rt_3,Rt_4,Rt_5,Qt
0,0,0,0,0,0,27.3
0,0,0,0,0,0,27
0,0,0,0,0,0,26.4
0,0,0,0,0,0,26.4
0,0,0,0,0,0,25.7
0,0,0,0,0,0,25.7
0,0,0,0,0,0,25.1
0,0,0,0,0,0,25.1
0,0,0,0,0,0,24.7
0,0,0,0,0,0,24.4
0,0,0,0,0,0,23.8
0,0,0,0,0,0,23.8
0,0,0,0,0,0,23.8
0,0,0,0,0,0,23.2
0,0,0,0,0,0,23.2
0,0,0,0,0,0,23.2
0,0,0,0,0,0,22.7
0,0,0,0,0,0,22.5
0,0,0,0,0,0,22.5
0.161,0,0,0,0,0,22.5
0,0.161,0,0,0,0,21.9
0,0,0.161,0,0,0,21.9
0,0,0,0.161,0,0,21.9
0,0,0,0,0.161,0,21.6
0,0,0,0,0,0.161,21.4
0,0,0,0,0,0,21.4
0,0,0,0,0,0,21.4
0,0,0,0,0,0,20.8
0,0,0,0,0,0,20.8
0,0,0,0,0,0,20.7
0,0,0,0,0,0,20.3
0,0,0,0,0,0,20.3
0,0,0,0,0,0,20.3
0,0,0,0,0,0,20.3
0,0,0,0,0,0,19.8
0,0,0,0,0,0,19.8
0,0,0,0,0,0,19.8
0,0,0,0,0,0,19.8
0,0,0,0,0,0,19.2
0,0,0,0,0,0,19.2
0,0,0,0,0,0,19.2
0,0,0,0,0,0,19.2
0,0,0,0,0,0,18.6
0,0,0,0,0,0,18.6
0,0,0,0,0,0,18.6
0,0,0,0,0,0,18.1
0,0,0,0,0,0,18.1
0,0,0,0,0,0,18.1
0,0,0,0,0,0,18.3
0,0,0,0,0,0,18.5
0,0,0,0,0,0,18.1
0,0,0,0,0,0,18.1
0,0,0,0,0,0,18.1
0,0,0,0,0,0,18.1
0,0,0,0,0,0,17.6
0,0,0,0,0,0,17.6
0,0,0,0,0,0,17.6
0,0,0,0,0,0,17.6
0,0,0,0,0,0,17.6
0,0,0,0,0,0,18.1
0,0,0,0,0,0,17.6
0,0,0,0,0,0,17.6
0,0,0,0,0,0,17
0,0,0,0,0,0,17
0,0,0,0,0,0,16.8
0,0,0,0,0,0,16.6
0,0,0,0,0,0,16.6
0,0,0,0,0,0,16.6
0,0,0,0,0,0,16.3
0,0,0,0,0,0,16.3
0,0,0,0,0,0,16
0,0,0,0,0,0,16
0,0,0,0,0,0,15.7
0,0,0,0,0,0,16.1
0,0,0,0,0,0,17.6
0,0,0,0,0,0,17
0,0,0,0,0,0,16.2
0,0,0,0,0,0,16.6
8.724,0,0,0,0,0,37
0,8.724,0,0,0,0,17.4
0.023,0,8.724,0,0,0,17.6
31.272,0.023,0,8.724,0,0,102.9
4.138,31.272,0.023,0,8.724,0,34.7
0,4.138,31.272,0.023,0,8.724,21.9
0,0,4.138,31.272,0.023,0,20.3
0,0,0,4.138,31.272,0.023,19.2
6.76,0,0,0,4.138,31.272,28.8
0,6.76,0,0,0,4.138,18.6
2.067,0,6.76,0,0,0,19.6
5.338,2.067,0,6.76,0,0,29.6
0,5.338,2.067,0,6.76,0,19.8
1.195,0,5.338,2.067,0,6.76,20.3
0.91,1.195,0,5.338,2.067,0,19.2
0.256,0.91,1.195,0,5.338,2.067,18.6
0.769,0.256,0.91,1.195,0,5.338,18.1
1.811,0.769,0.256,0.91,1.195,0,18.6
1.014,1.811,0.769,0.256,0.91,1.195,18.6
0,1.014,1.811,0.769,0.256,0.91,18.1
0,0,1.014,1.811,0.769,0.256,18.1
0,0,0,1.014,1.811,0.769,17.6
0,0,0,0,1.014,1.811,17.2
0,0,0,0,0,1.014,17
0,0,0,0,0,0,16.8
0,0,0,0,0,0,16.4
2.729,0,0,0,0,0,20.3
0.046,2.729,0,0,0,0,16.3
6.742,0.046,2.729,0,0,0,26.7
23.033,6.742,0.046,2.729,0,0,152.5
0.839,23.033,6.742,0.046,2.729,0,52.3
0,0.839,23.033,6.742,0.046,2.729,21.9
0,0,0.839,23.033,6.742,0.046,20.1
0,0,0,0.839,23.033,6.742,18.3
0,0,0,0,0.839,23.033,17.6
0,0,0,0,0,0.839,16.8
0.21,0,0,0,0,0,16.3
0,0.21,0,0,0,0,16.1
0,0,0.21,0,0,0,16
0,0,0,0.21,0,0,16
5.361,0,0,0,0.21,0,26.2
3.519,5.361,0,0,0,0.21,19.9
1.096,3.519,5.361,0,0,0,19
0,1.096,3.519,5.361,0,0,16.9
0.49,0,1.096,3.519,5.361,0,17
0.53,0.49,0,1.096,3.519,5.361,17.4
8.268,0.53,0.49,0,1.096,3.519,37.2
0.023,8.268,0.53,0.49,0,1.096,18.1
0,0.023,8.268,0.53,0.49,0,17
0,0,0.023,8.268,0.53,0.49,16.3
2.815,0,0,0.023,8.268,0.53,16
0,2.815,0,0,0.023,8.268,16
11.134,0,2.815,0,0,0.023,116.3
2.74,11.134,0,2.815,0,0,72.8
0.092,2.74,11.134,0,2.815,0,18.1
0,0.092,2.74,11.134,0,2.815,16.5
9.009,0,0.092,2.74,11.134,0,76.6
6.432,9.009,0,0.092,2.74,11.134,68.6
0,6.432,9.009,0,0.092,2.74,18.3
0,0,6.432,9.009,0,0.092,17
0,0,0,6.432,9.009,0,16.5
12.789,0,0,0,6.432,9.009,116.2
0.957,12.789,0,0,0,6.432,20.5
0,0.957,12.789,0,0,0,17.5
0,0,0.957,12.789,0,0,15.6
0,0,0,0.957,12.789,0,15.2
0,0,0,0,0.957,12.789,15.1
5.338,0,0,0,0,0.957,35.2
3.822,5.338,0,0,0,0,26.3
0.115,3.822,5.338,0,0,0,16
0,0.115,3.822,5.338,0,0,15.6
0,0,0.115,3.822,5.338,0,15.4
0,0,0,0.115,3.822,5.338,14.9
17.829,0,0,0,0.115,3.822,214.8
8.536,17.829,0,0,0,0.115,129.6
3.438,8.536,17.829,0,0,0,121.8
7.093,3.438,8.536,17.829,0,0,190
7.662,7.093,3.438,8.536,17.829,0,190.9
27.515,7.662,7.093,3.438,8.536,17.829,232
1,27.515,7.662,7.093,3.438,8.536,63.6
0,1,27.515,7.662,7.093,3.438,26.4
0,0,1,27.515,7.662,7.093,22.4
10.21,0,0,1,27.515,7.662,122
0.851,10.21,0,0,1,27.515,23.4
5.068,0.851,10.21,0,0,1,51
28.162,5.068,0.851,10.21,0,0,272.8
0.14,28.162,5.068,0.851,10.21,0,30.3
0,0.14,28.162,5.068,0.851,10.21,25.3
2.162,0,0.14,28.162,5.068,0.851,24
0.77,2.162,0,0.14,28.162,5.068,27.1
2.093,0.77,2.162,0,0.14,28.162,28.9
0.434,2.093,0.77,2.162,0,0.14,27.7
0.391,0.434,2.093,0.77,2.162,0,25.1
28.413,0.391,0.434,2.093,0.77,2.162,268.4
0,28.413,0.391,0.434,2.093,0.77,31.7
0.046,0,28.413,0.391,0.434,2.093,26.2
10.549,0.046,0,28.413,0.391,0.434,127.1
0.68,10.549,0.046,0,28.413,0.391,54
23.754,0.68,10.549,0.046,0,28.413,239.1
13.22,23.754,0.68,10.549,0.046,0,173.2
7.539,13.22,23.754,0.68,10.549,0.046,147.9
1.846,7.539,13.22,23.754,0.68,10.549,42.5
0.386,1.846,7.539,13.22,23.754,0.68,41.3
8.783,0.386,1.846,7.539,13.22,23.754,39.8
0,8.783,0.386,1.846,7.539,13.22,59.4
13.209,0,8.783,0.386,1.846,7.539,144.3
3.032,13.209,0,8.783,0.386,1.846,104
17.746,3.032,13.209,0,8.783,0.386,226
3.612,17.746,3.032,13.209,0,8.783,75.6
0,3.612,17.746,3.032,13.209,0,66.8
12.927,0,3.612,17.746,3.032,13.209,169.6
10.898,12.927,0,3.612,17.746,3.032,175.7
9.16,10.898,12.927,0,3.612,17.746,104
0.552,9.16,10.898,12.927,0,3.612,57.7
11.02,0.552,9.16,10.898,12.927,0,162.3
9.327,11.02,0.552,9.16,10.898,12.927,148.5
0,9.327,11.02,0.552,9.16,10.898,41
3.402,0,9.327,11.02,0.552,9.16,40.4
4.316,3.402,0,9.327,11.02,0.552,38
20.11,4.316,3.402,0,9.327,11.02,267
0,20.11,4.316,3.402,0,9.327,78.2
0,0,20.11,4.316,3.402,0,72.5
0,0,0,20.11,4.316,3.402,70.8
9.439,0,0,0,20.11,4.316,143.1
0,9.439,0,0,0,20.11,57.9
18.559,0,9.439,0,0,0,264.5
0.598,18.559,0,9.439,0,0,62.4
10.166,0.598,18.559,0,9.439,0,189.9
4.102,10.166,0.598,18.559,0,9.439,112
20.161,4.102,10.166,0.598,18.559,0,287.4
9.66,20.161,4.102,10.166,0.598,18.559,115
2.045,9.66,20.161,4.102,10.166,0.598,92.5
5.867,2.045,9.66,20.161,4.102,10.166,128
1.82,5.867,2.045,9.66,20.161,4.102,191
8.324,1.82,5.867,2.045,9.66,20.161,112
54.488,8.324,1.82,5.867,2.045,9.66,348
20.205,54.488,8.324,1.82,5.867,2.045,499
10.777,20.205,54.488,8.324,1.82,5.867,243
16.135,10.777,20.205,54.488,8.324,1.82,319
18.381,16.135,10.777,20.205,54.488,8.324,410
4.314,18.381,16.135,10.777,20.205,54.488,329
13.781,4.314,18.381,16.135,10.777,20.205,246
7.13,13.781,4.314,18.381,16.135,10.777,212
0.422,7.13,13.781,4.314,18.381,16.135,132
7.115,0.422,7.13,13.781,4.314,18.381,132
3.118,7.115,0.422,7.13,13.781,4.314,107
61.877,3.118,7.115,0.422,7.13,13.781,538
112.9,61.877,3.118,7.115,0.422,7.13,921
20.15,112.9,61.877,3.118,7.115,0.422,2020
